spygen_code;pool;replicates;date
SPY232654;SPY232654_SPY232680;SPY232654_SPY232680/SPY232677_SPY232681;2023-10-04
SPY232655;SPY232655_SPY232672;SPY232646_SPY232656/SPY232655_SPY232672;2023-10-03
SPY232656;SPY232646_SPY232656;SPY232646_SPY232656/SPY232655_SPY232672;2023-10-03
SPY232658;SPY232658_SPY232667;SPY232643_SPY232649/SPY232658_SPY232667;2024-01-22
SPY232659;SPY232659_SPY232668;SPY232659_SPY232668;2024-01-22
SPY232661;SPY232661_SPY232670;SPY232652_SPY232666/SPY232661_SPY232670;2024-01-22
SPY232662;SPY232647_SPY232662;SPY232647_SPY232662/SPY232676_SPY232679;2023-10-04
SPY232663;SPY232645_SPY232663;SPY232645_SPY232663/SPY232648_SPY232682;2023-10-03
SPY232665;no;SPY232665/SPY2401169;2024-09-13
SPY232666;SPY232652_SPY232666;SPY232652_SPY232666/SPY232661_SPY232670;2024-01-22
SPY232667;SPY232658_SPY232667;SPY232643_SPY232649/SPY232658_SPY232667;2024-01-22
SPY232668;SPY232659_SPY232668;SPY232659_SPY232668;2024-01-22
SPY232669;SPY232651_SPY232669;SPY232651_SPY232669;2024-01-22
SPY232670;SPY232661_SPY232670;SPY232652_SPY232666/SPY232661_SPY232670;2024-01-22
SPY232671;SPY232671_SPY232678;SPY232671_SPY232678/SPY232684;2023-05-24
SPY232672;SPY232655_SPY232672;SPY232646_SPY232656/SPY232655_SPY232672;2023-10-03
SPY232673;SPY232673_SPY232674;SPY232673_SPY232674/SPY232683;2023-05-24
SPY232674;SPY232673_SPY232674;SPY232673_SPY232674/SPY232683;2023-05-24
SPY232675;no;SPY224134_SPY224145/SPY232675;2023-05-23
SPY232676;SPY232676_SPY232679;SPY232647_SPY232662/SPY232676_SPY232679;2023-10-04
SPY232677;SPY232677_SPY232681;SPY232654_SPY232680/SPY232677_SPY232681;2023-10-04
SPY232678;SPY232671_SPY232678;SPY232671_SPY232678/SPY232684;2023-05-24
SPY232679;SPY232676_SPY232679;SPY232647_SPY232662/SPY232676_SPY232679;2023-10-04
SPY232680;SPY232654_SPY232680;SPY232654_SPY232680/SPY232677_SPY232681;2023-10-04
SPY232681;SPY232677_SPY232681;SPY232654_SPY232680/SPY232677_SPY232681;2023-10-04
SPY232682;SPY232648_SPY232682;SPY232645_SPY232663/SPY232648_SPY232682;2023-10-03
SPY232683;no;SPY232673_SPY232674/SPY232683;2023-05-24
SPY232684;no;SPY232671_SPY232678/SPY232684;2023-05-24
SPY232685;no;SPY224132_SPY224144/SPY232685;2023-05-23
SPY232830;no;no;2023-06-16
SPY232831;no;no;2023-06-16
SPY232832;no;no;2023-06-17
SPY232833;no;no;2023-06-17
SPY232834;no;no;2023-06-17
SPY232835;no;no;2023-06-17
SPY233346;no;SPY233346/SPY234008;2023-08-23
SPY233347;no;SPY233347/SPY233353;2023-08-24
SPY233348;no;SPY233348/SPY233355;2023-08-23
SPY233349;no;SPY233349/SPY234005;2023-09-21
SPY233353;no;SPY233347/SPY233353;2023-08-24
SPY233354;no;SPY233354/SPY234004;2023-09-20
SPY233355;no;SPY233348/SPY233355;2023-08-23
SPY233356;no;SPY233356/SPY233357;2023-08-24
SPY233357;no;SPY233356/SPY233357;2023-08-24
SPY233361;no;SPY233361/SPY233363;2023-08-23
SPY233363;no;SPY233361/SPY233363;2023-08-23
SPY233364;no;SPY233364/SPY234003;2023-09-01
SPY233369;no;SPY233369/SPY233987;2023-08-25
SPY233370;no;SPY233370/SPY233372;2023-08-24
SPY233371;no;SPY233371/SPY233970;2023-08-25
SPY233372;no;SPY233370/SPY233372;2023-08-24
SPY233374;no;SPY232143/SPY233374;2023-09-20
SPY233707;no;SPY232083/SPY233707;2023-08-11
SPY233708;no;SPY232078/SPY233708;2023-08-12
SPY233709;no;SPY233709/SPY233711;2023-08-14
SPY233710;no;SPY232194/SPY233710;2023-08-07
SPY233711;no;SPY233709/SPY233711;2023-08-14
SPY233712;no;SPY233712/SPY233725;2023-08-22
SPY233713;no;SPY233713/SPY233722;2023-08-27
SPY233714;no;SPY233714/SPY233717;2023-08-12
SPY233715;no;SPY233715/SPY233716;2023-08-11
SPY233716;no;SPY233715/SPY233716;2023-08-11
SPY233717;no;SPY233714/SPY233717;2023-08-12
SPY233718;no;SPY232074/SPY233718;2023-08-14
SPY233719;no;SPY232096/SPY233719;2023-08-15
SPY233720;no;SPY233720/SPY233723;2023-08-10
SPY233721;no;no;2023-08-09
SPY233722;no;SPY233713/SPY233722;2023-08-27
SPY233723;no;SPY233720/SPY233723;2023-08-10
SPY233724;no;SPY232090/SPY233724;2023-08-08
SPY233725;no;SPY233712/SPY233725;2023-08-22
SPY233726;no;SPY232082/SPY233726;2023-08-13
SPY233762;no;SPY233762/SPY233787;2024-05-13
SPY233764;no;SPY233764/SPY2402596;2024-07-11
SPY233779;no;SPY233779/SPY224274;10/06/2024
SPY233783;no;SPY233783/SPY2401058;2024-07-04
SPY233786;no;SPY233786/SPY233789;2024-05-13
SPY233787;no;SPY233762/SPY233787;2024-05-13
SPY233788;no;SPY233788/SPY2402620;2024-07-11
SPY233789;no;SPY233786/SPY233789;2024-05-13
SPY233807;no;SPY233807/SPY233811;2024-01-25
SPY233808;no;SPY233808/SPY233809;2024-01-24
SPY233809;no;SPY233808/SPY233809;2024-01-24
SPY233810;no;SPY233810/SPY233827;2024-01-25
SPY233811;no;SPY233807/SPY233811;2024-01-25
SPY233812;no;SPY233812/SPY233823;2024-01-24
SPY233813;no;SPY233813/SPY233820;2023-08-26
SPY233814;no;SPY233814/SPY233822;2023-08-26
SPY233815;no;SPY233815/SPY233824;2023-12-07
SPY233816;no;SPY233816/SPY233817;2023-12-07
SPY233817;no;SPY233816/SPY233817;2023-12-07
SPY233818;no;SPY233818/SPY233819;2023-12-07
SPY233819;no;SPY233818/SPY233819;2023-12-07
SPY233820;no;SPY233813/SPY233820;2023-08-26
SPY233821;no;SPY233821/SPY233828;2023-08-26
SPY233822;no;SPY233814/SPY233822;2023-08-26
SPY233823;no;SPY233812/SPY233823;2024-01-24
SPY233824;no;SPY233815/SPY233824;2023-12-07
SPY233825;no;SPY233825/SPY233826;2023-12-07
SPY233826;no;SPY233825/SPY233826;2023-12-07
SPY233827;no;SPY233810/SPY233827;2024-01-25
SPY233828;no;SPY233821/SPY233828;2023-08-26
SPY233829;no;SPY233829/SPY233830;2023-08-26
SPY233830;no;SPY233829/SPY233830;2023-08-26
SPY233946;no;SPY233946/SPY233984;2023-09-26
SPY233947;no;SPY233947/SPY233974;2023-09-26
SPY233948;no;SPY233948/SPY234001;2023-08-29
SPY233949;no;SPY233949/SPY233959;2023-08-29
SPY233950;no;SPY233950/SPY233954;2023-09-26
SPY233951;no;SPY233951/SPY233958;2023-08-25
SPY233952;no;SPY233952/SPY233953;2023-08-25
SPY233953;no;SPY233952/SPY233953;2023-08-25
SPY233954;no;SPY233950/SPY233954;2023-09-26
SPY233955;no;SPY233955/SPY233986;2023-09-27
SPY233956;no;SPY233956/SPY233957;2023-08-26
SPY233957;no;SPY233956/SPY233957;2023-08-26
SPY233958;no;SPY233951/SPY233958;2023-08-25
SPY233959;no;SPY233949/SPY233959;2023-08-29
SPY233961;no;SPY233961/SPY233985;2023-09-02
SPY233970;no;SPY233371/SPY233970;2023-08-25
SPY233971;no;SPY232132/SPY232138/SPY232197/SPY233971;2023-08-23
SPY233972;no;SPY233972/SPY233980;2023-08-24
SPY233973;no;SPY233973/SPY233981;2023-08-24
SPY233974;no;SPY233947/SPY233974;2023-09-26
SPY233975;no;SPY233975/SPY233983;2023-09-01
SPY233976;no;SPY233976/SPY233982;2023-09-01
SPY233977;no;SPY233977/SPY233978;2023-09-01
SPY233978;no;SPY233977/SPY233978;2023-09-01
SPY233979;no;SPY232238/SPY233979;2023-08-22
SPY233980;no;SPY233972/SPY233980;2023-08-24
SPY233981;no;SPY233973/SPY233981;2023-08-24
SPY233982;no;SPY233976/SPY233982;2023-09-01
SPY233983;no;SPY233975/SPY233983;2023-09-01
SPY233984;no;SPY233946/SPY233984;2023-09-26
SPY233985;no;SPY233961/SPY233985;2023-09-02
SPY233986;no;SPY233955/SPY233986;2023-09-27
SPY233987;no;SPY233369/SPY233987;2023-08-25
SPY233988;no;SPY233988/SPY233996;2023-08-25
SPY233989;no;SPY233989/SPY233990;2023-09-20
SPY233990;no;SPY233989/SPY233990;2023-09-20
SPY233991;no;SPY233991/SPY233999;2023-09-03
SPY233992;no;SPY233992/SPY234000/SPY234007/SPY234011;2023-09-03
SPY233993;no;SPY233993/SPY234009;2023-09-02
SPY233994;no;SPY233994/SPY234002;2023-08-26
SPY233995;no;SPY232279/SPY233995;2023-08-30
SPY233996;no;SPY233988/SPY233996;2023-08-25
SPY233997;no;SPY232151/SPY232241/SPY233997/SPY234013;2023-09-20
SPY233998;no;SPY233998/SPY234954/SPY234955/SPY234956/SPY234959/SPY234960;2023-09-27
SPY233999;no;SPY233991/SPY233999;2023-09-03
SPY234000;no;SPY233992/SPY234000/SPY234007/SPY234011;2023-09-03
SPY234001;no;SPY233948/SPY234001;2023-08-29
SPY234002;no;SPY233994/SPY234002;2023-08-26
SPY234003;no;SPY233364/SPY234003;2023-09-01
SPY234004;no;SPY233354/SPY234004;2023-09-20
SPY234005;no;SPY233349/SPY234005;2023-09-21
SPY234006;no;SPY234006/SPY234014;2023-09-03
SPY234007;no;SPY233992/SPY234000/SPY234007/SPY234011;2023-09-03
SPY234008;no;SPY233346/SPY234008;2023-08-23
SPY234009;no;SPY233993/SPY234009;2023-09-02
SPY234010;no;SPY232157/SPY232207/SPY232277/SPY234010;2023-09-03
SPY234011;no;SPY233992/SPY234000/SPY234007/SPY234011;2023-09-03
SPY234012;no;SPY232145/SPY234012;2023-09-20
SPY234013;no;SPY232151/SPY232241/SPY233997/SPY234013;2023-09-20
SPY234014;no;SPY234006/SPY234014;2023-09-03
SPY234949;no;SPY234949/SPY234950;2023-09-28
SPY234950;no;SPY234949/SPY234950;2023-09-28
SPY234951;no;SPY234951/SPY234952/SPY234957/SPY234961;2023-10-02
SPY234952;no;SPY234951/SPY234952/SPY234957/SPY234961;2023-10-02
SPY234953;no;SPY234953/SPY234958;2023-10-02
SPY234954;no;SPY233998/SPY234954/SPY234955/SPY234956/SPY234959/SPY234960;2023-09-27
SPY234955;no;SPY233998/SPY234954/SPY234955/SPY234956/SPY234959/SPY234960;2023-09-27
SPY234956;no;SPY233998/SPY234954/SPY234955/SPY234956/SPY234959/SPY234960;2023-09-27
SPY234957;no;SPY234951/SPY234952/SPY234957/SPY234961;2023-10-02
SPY234958;no;SPY234953/SPY234958;2023-10-02
SPY234959;no;SPY233998/SPY234954/SPY234955/SPY234956/SPY234959/SPY234960;2023-09-27
SPY234960;no;SPY233998/SPY234954/SPY234955/SPY234956/SPY234959/SPY234960;2023-09-27
SPY234961;no;SPY234951/SPY234952/SPY234957/SPY234961;2023-10-02
SPY234962;no;SPY232184/SPY234962;2023-10-09
SPY2400994;no;SPY2400994/SPY2400995;2024-04-21
SPY2400995;no;SPY2400994/SPY2400995;2024-04-21
SPY2400996;no;SPY2400996/SPY2400997;2024-04-21
SPY2400997;no;SPY2400996/SPY2400997;2024-04-21
SPY2400998;no;SPY2400998/SPY2400999;2024-04-21
SPY2400999;no;SPY2400998/SPY2400999;2024-04-21
SPY2401000;no;SPY2401000/SPY2401001;2024-04-24
SPY2401001;no;SPY2401000/SPY2401001;2024-04-24
SPY2401002;no;SPY2401002/SPY2401003;2024-04-21
SPY2401003;no;SPY2401002/SPY2401003;2024-04-21
SPY2401004;no;SPY2401004/SPY2401005;2024-04-21
SPY2401005;no;SPY2401004/SPY2401005;2024-04-21
SPY2401006;no;SPY2401006/SPY2401007;2024-04-21
SPY2401007;no;SPY2401006/SPY2401007;2024-04-21
SPY2401008;no;SPY2401008/SPY2401009;2024-04-21
SPY2401009;no;SPY2401008/SPY2401009;2024-04-21
SPY2401010;no;SPY2401010/SPY2401011;2024-04-20
SPY2401011;no;SPY2401010/SPY2401011;2024-04-20
SPY2401012;no;SPY2401012/SPY2401013;2024-04-20
SPY2401013;no;SPY2401012/SPY2401013;2024-04-20
SPY2401014;no;SPY2401014/SPY2401015;2024-04-20
SPY2401015;no;SPY2401014/SPY2401015;2024-04-20
SPY2401016;no;SPY2401016/SPY2401017;2024-04-21
SPY2401017;no;SPY2401016/SPY2401017;2024-04-21
SPY2401018;no;SPY2401018/SPY2401021;2024-04-19
SPY2401019;no;SPY2401019/SPY2401020;2024-04-19
SPY2401020;no;SPY2401019/SPY2401020;2024-04-19
SPY2401021;no;SPY2401018/SPY2401021;2024-04-19
SPY2401022;no;SPY2401022/SPY2401023;2024-04-19
SPY2401023;no;SPY2401022/SPY2401023;2024-04-19
SPY2401024;no;SPY2401024/SPY2401033;2024-04-15
SPY2401025;no;SPY2401025/SPY2401026;2024-04-19
SPY2401026;no;SPY2401025/SPY2401026;2024-04-19
SPY2401027;no;SPY2401027/SPY2401028;2024-04-19
SPY2401028;no;SPY2401027/SPY2401028;2024-04-19
SPY2401029;no;SPY2401029/SPY2401030;2024-04-15
SPY2401030;no;SPY2401029/SPY2401030;2024-04-15
SPY2401031;no;SPY2401031/SPY2401032;2024-04-15
SPY2401032;no;SPY2401031/SPY2401032;2024-04-15
SPY2401033;no;SPY2401024/SPY2401033;2024-04-15
SPY2401034;no;SPY2401034/SPY2402614;2024-06-26
SPY2401035;no;SPY2401035/SPY2401054;2024-06-28
SPY2401036;no;SPY2401036/SPY2401039;2024-06-27
SPY2401037;no;SPY2401037/SPY2401044;2024-05-30
SPY2401038;no;SPY2401038/SPY2401045;2024-06-17
SPY2401039;no;SPY2401036/SPY2401039;2024-06-27
SPY2401040;no;SPY2401040/SPY2401099;2024-06-07
SPY2401041;no;SPY2401041/SPY2402602;2024-07-05
SPY2401042;no;SPY2401042/SPY2401046;2024-06-25
SPY2401043;no;SPY2401043/SPY2402599;2024-07-11
SPY2401044;no;SPY2401037/SPY2401044;2024-05-30
SPY2401045;no;SPY2401038/SPY2401045;2024-06-17
SPY2401046;no;SPY2401042/SPY2401046;2024-06-25
SPY2401047;no;SPY2401047/SPY2401048;2024-05-30
SPY2401048;no;SPY2401047/SPY2401048;2024-05-30
SPY2401049;no;SPY2401049/SPY2401081;2024-05-31
SPY2401050;no;SPY2401050/SPY2401055;2024-06-25
SPY2401051;no;SPY232168/SPY2401051;2024-06-18
SPY2401052;no;SPY2401052/SPY2402755;2024-07-23
SPY2401053;no;SPY2401053/SPY2402626;2024-06-26
SPY2401054;no;SPY2401035/SPY2401054;2024-06-28
SPY2401055;no;SPY2401050/SPY2401055;2024-06-25
SPY2401058;no;SPY233783/SPY2401058;2024-07-04
SPY2401059;no;SPY2401059/SPY2401115;2024-06-14
SPY2401062;no;SPY2401062/SPY2401109;2024-05-13
SPY2401063;no;SPY2401063/SPY2401104;2024-05-24
SPY2401064;no;SPY2401064/SPY2401078;2024-05-23
SPY2401065;no;SPY2401065/SPY2401066;2024-05-15
SPY2401066;no;SPY2401065/SPY2401066;2024-05-15
SPY2401067;no;SPY2401067/SPY2401074;2024-06-27
SPY2401068;no;SPY2401068/SPY2401105;2024-06-07
SPY2401069;no;SPY2401069/SPY2401079;2024-05-24
SPY2401074;no;SPY2401067/SPY2401074;2024-06-27
SPY2401078;no;SPY2401064/SPY2401078;2024-05-23
SPY2401079;no;SPY2401069/SPY2401079;2024-05-24
SPY2401081;no;SPY2401049/SPY2401081;2024-05-31
SPY2401083;no;SPY2401083/SPY2401108;2024-06-27
SPY2401088;no;SPY2401088/SPY2401118;2024-06-14
SPY2401089;no;SPY2401089/SPY2401102;2024-06-19
SPY2401090;no;SPY2401090/SPY2401119;2024-06-25
SPY2401091;no;SPY2401091/SPY2401092;2024-05-24
SPY2401092;no;SPY2401091/SPY2401092;2024-05-24
SPY2401093;no;SPY2401093/SPY2401095;2024-05-24
SPY2401095;no;SPY2401093/SPY2401095;2024-05-24
SPY2401099;no;SPY2401040/SPY2401099;2024-06-07
SPY2401102;no;SPY2401089/SPY2401102;2024-06-19
SPY2401104;no;SPY2401063/SPY2401104;2024-05-24
SPY2401105;no;SPY2401068/SPY2401105;2024-06-07
SPY2401106;no;SPY232178/SPY2401106;2024-05-16
SPY2401107;no;SPY232186/SPY2401107;2024-05-16
SPY2401108;no;SPY2401083/SPY2401108;2024-06-27
SPY2401109;no;SPY2401062/SPY2401109;2024-05-13
SPY2401111;no;SPY232187/SPY2401111;2024-05-16
SPY2401115;no;SPY2401059/SPY2401115;2024-06-14
SPY2401118;no;SPY2401088/SPY2401118;2024-06-14
SPY2401119;no;SPY2401090/SPY2401119;2024-06-25
SPY2401146;no;SPY2401146/SPY2401196;2024-11-14
SPY2401148;SPY2401148_SPY2402767;SPY2401148_SPY2402767/SPY2401163_SPY2401168;2024-09-30
SPY2401149;no;SPY2401149/SPY2401153;2024-11-05
SPY2401150;no;SPY2401150/SPY2401151;2024-08-26
SPY2401151;no;SPY2401150/SPY2401151;2024-08-26
SPY2401152;no;SPY2401152/SPY2401154;2024-11-05
SPY2401153;no;SPY2401149/SPY2401153;2024-11-05
SPY2401154;no;SPY2401152/SPY2401154;2024-11-05
SPY2401157;no;SPY2401157/SPY2401161;2024-08-26
SPY2401159;no;SPY2401159/SPY2401188;2024-09-12
SPY2401161;no;SPY2401157/SPY2401161;2024-08-26
SPY2401163;SPY2401163_SPY2401168;SPY2401148_SPY2402767/SPY2401163_SPY2401168;2024-09-30
SPY2401166;no;SPY2401166/SPY2401194;2024-08-28
SPY2401167;no;SPY2401167/SPY2401183;2024-08-21
SPY2401168;SPY2401163_SPY2401168;SPY2401148_SPY2402767/SPY2401163_SPY2401168;2024-09-30
SPY2401169;no;SPY232665/SPY2401169;2024-09-13
SPY2401175;no;SPY2401175/SPY2401181;2024-07-31
SPY2401179;SPY2401179_SPY2402764;SPY2401179_SPY2402764/SPY2401231_SPY2402766;2024-09-12
SPY2401181;no;SPY2401175/SPY2401181;2024-07-31
SPY2401183;no;SPY2401167/SPY2401183;2024-08-21
SPY2401185;SPY2401185_SPY2402759;SPY2401185_SPY2402759/SPY2401191_SPY2401249;2024-09-30
SPY2401187;SPY2401187_SPY2401246;SPY2401187_SPY2401246/SPY2401250_SPY2401257;2024-09-15
SPY2401188;no;SPY2401159/SPY2401188;2024-09-12
SPY2401191;SPY2401191_SPY2401249;SPY2401185_SPY2402759/SPY2401191_SPY2401249;2024-09-30
SPY2401194;no;SPY2401166/SPY2401194;2024-08-28
SPY2401196;no;SPY2401146/SPY2401196;2024-11-14
SPY2401197;no;SPY2401197/SPY2401228;2024-09-15
SPY2401226;SPY2401226_SPY2401251;SPY2401226_SPY2401251/SPY2401239_SPY2401255;2024-06-20
SPY2401227;SPY2401227_SPY2401256;SPY2401227_SPY2401256/SPY2402756_SPY2402771;2024-09-13
SPY2401228;no;SPY2401197/SPY2401228;2024-09-15
SPY2401229;no;SPY2401229/SPY2401247;2024-09-16
SPY2401230;SPY2401230_SPY2401248;SPY2401230_SPY2401248/SPY2401236_SPY2401238;2024-06-20
SPY2401231;SPY2401231_SPY2402766;SPY2401179_SPY2402764/SPY2401231_SPY2402766;2024-09-12
SPY2401232;SPY2401232_SPY2401254;SPY2401232_SPY2401254/SPY2401237_SPY2401241;2024-06-20
SPY2401233;SPY2401233_SPY2401240;SPY2401233_SPY2401240/SPY2401234_SPY2401242;2024-09-16
SPY2401234;SPY2401234_SPY2401242;SPY2401233_SPY2401240/SPY2401234_SPY2401242;2024-09-16
SPY2401235;SPY2401235_SPY2404175;SPY2401235_SPY2404175/SPY2402757_SPY2404190;2024-10-01
SPY2401236;SPY2401236_SPY2401238;SPY2401230_SPY2401248/SPY2401236_SPY2401238;2024-06-20
SPY2401237;SPY2401237_SPY2401241;SPY2401232_SPY2401254/SPY2401237_SPY2401241;2024-06-20
SPY2401238;SPY2401236_SPY2401238;SPY2401230_SPY2401248/SPY2401236_SPY2401238;2024-06-20
SPY2401239;SPY2401239_SPY2401255;SPY2401226_SPY2401251/SPY2401239_SPY2401255;2024-06-20
SPY2401240;SPY2401233_SPY2401240;SPY2401233_SPY2401240/SPY2401234_SPY2401242;2024-09-16
SPY2401241;SPY2401237_SPY2401241;SPY2401232_SPY2401254/SPY2401237_SPY2401241;2024-06-20
SPY2401242;SPY2401234_SPY2401242;SPY2401233_SPY2401240/SPY2401234_SPY2401242;2024-09-16
SPY2401244;SPY2401244_SPY2401252;SPY2401244_SPY2401252/SPY2401245_SPY2401253;2024-06-20
SPY2401245;SPY2401245_SPY2401253;SPY2401244_SPY2401252/SPY2401245_SPY2401253;2024-06-20
SPY2401246;SPY2401187_SPY2401246;SPY2401187_SPY2401246/SPY2401250_SPY2401257;2024-09-15
SPY2401247;no;SPY2401229/SPY2401247;2024-09-16
SPY2401248;SPY2401230_SPY2401248;SPY2401230_SPY2401248/SPY2401236_SPY2401238;2024-06-20
SPY2401249;SPY2401191_SPY2401249;SPY2401185_SPY2402759/SPY2401191_SPY2401249;2024-09-30
SPY2401250;SPY2401250_SPY2401257;SPY2401187_SPY2401246/SPY2401250_SPY2401257;2024-09-15
SPY2401251;SPY2401226_SPY2401251;SPY2401226_SPY2401251/SPY2401239_SPY2401255;2024-06-20
SPY2401252;SPY2401244_SPY2401252;SPY2401244_SPY2401252/SPY2401245_SPY2401253;2024-06-20
SPY2401253;SPY2401245_SPY2401253;SPY2401244_SPY2401252/SPY2401245_SPY2401253;2024-06-20
SPY2401254;SPY2401232_SPY2401254;SPY2401232_SPY2401254/SPY2401237_SPY2401241;2024-06-20
SPY2401255;SPY2401239_SPY2401255;SPY2401226_SPY2401251/SPY2401239_SPY2401255;2024-06-20
SPY2401256;SPY2401227_SPY2401256;SPY2401227_SPY2401256/SPY2402756_SPY2402771;2024-09-13
SPY2401257;SPY2401250_SPY2401257;SPY2401187_SPY2401246/SPY2401250_SPY2401257;2024-09-15
SPY2401267;no;SPY2401267/SPY2401283;2024-05-16
SPY2401272;no;no;2024-05-16
SPY2401282;no;no;2024-05-15
SPY2401283;no;SPY2401267/SPY2401283;2024-05-16
SPY2401440;no;SPY2401440/SPY2401441;21/05/2024
SPY2401441;no;SPY2401440/SPY2401441;21/05/2024
SPY2401442;no;SPY2401442/SPY2401443;21/05/2024
SPY2401443;no;SPY2401442/SPY2401443;21/05/2024
SPY2401444;no;SPY2401444/SPY2401445;21/05/2024
SPY2401445;no;SPY2401444/SPY2401445;21/05/2024
SPY2401446;no;SPY2401446/SPY2401447;22/05/2024
SPY2401447;no;SPY2401446/SPY2401447;22/05/2024
SPY2401450;no;SPY2401450/SPY2401451;22/05/2024
SPY2401451;no;SPY2401450/SPY2401451;22/05/2024
SPY2401452;no;SPY2401452/SPY2401453;22/05/2024
SPY2401453;no;SPY2401452/SPY2401453;22/05/2024
SPY2401454;no;SPY2401454/SPY2401455;22/05/2024
SPY2401455;no;SPY2401454/SPY2401455;22/05/2024
SPY2401456;no;SPY2401456/SPY2401457;22/05/2024
SPY2401457;no;SPY2401456/SPY2401457;22/05/2024
SPY2401458;no;SPY2401458/SPY2401459;23/05/2024
SPY2401459;no;SPY2401458/SPY2401459;23/05/2024
SPY2401460;no;SPY2401460/SPY2401461;23/05/2024
SPY2401461;no;SPY2401460/SPY2401461;23/05/2024
SPY2401462;no;SPY2401462/SPY2401463;23/05/2024
SPY2401463;no;SPY2401462/SPY2401463;23/05/2024
SPY2401464;no;SPY2401464/SPY2401465;23/05/2024
SPY2401465;no;SPY2401464/SPY2401465;23/05/2024
SPY2401466;no;SPY2401466/SPY2401467;24/05/2024
SPY2401467;no;SPY2401466/SPY2401467;24/05/2024
SPY2401468;no;SPY2401468/SPY2401469;24/05/2024
SPY2401469;no;SPY2401468/SPY2401469;24/05/2024
SPY2401470;no;SPY2401470/SPY2401471;24/05/2024
SPY2401471;no;SPY2401470/SPY2401471;24/05/2024
SPY2401472;no;SPY2401472/SPY2401473;24/05/2024
SPY2401473;no;SPY2401472/SPY2401473;24/05/2024
SPY2401474;no;SPY2401474/SPY2401475;24/05/2024
SPY2401475;no;SPY2401474/SPY2401475;24/05/2024
SPY2401476;no;SPY2401476/SPY2401477;24/05/2024
SPY2401477;no;SPY2401476/SPY2401477;24/05/2024
SPY2401478;no;SPY2401478/SPY2401479;24/05/2024
SPY2401479;no;SPY2401478/SPY2401479;24/05/2024
SPY2401480;no;SPY2401480/SPY2401481;24/05/2024
SPY2401481;no;SPY2401480/SPY2401481;24/05/2024
SPY2401482;no;SPY2401482/SPY2401483;24/05/2024
SPY2401483;no;SPY2401482/SPY2401483;24/05/2024
SPY2401484;no;SPY2401484/SPY2401485;25/05/2024
SPY2401485;no;SPY2401484/SPY2401485;25/05/2024
SPY2401486;no;SPY2401486/SPY2401487;25/05/2024
SPY2401487;no;SPY2401486/SPY2401487;25/05/2024
SPY2401488;no;SPY2401488/SPY2401489;25/05/2024
SPY2401489;no;SPY2401488/SPY2401489;25/05/2024
SPY2401490;no;SPY2401490/SPY2401491;25/05/2024
SPY2401491;no;SPY2401490/SPY2401491;25/05/2024
SPY2401492;no;SPY2401492/SPY2401493;25/05/2024
SPY2401493;no;SPY2401492/SPY2401493;25/05/2024
SPY2401494;no;SPY2401494/SPY2401495;25/05/2024
SPY2401495;no;SPY2401494/SPY2401495;25/05/2024
SPY2401496;no;SPY2401496/SPY2401497;25/05/2024
SPY2401497;no;SPY2401496/SPY2401497;25/05/2024
SPY2401498;no;SPY2401498/SPY2401499;25/05/2024
SPY2401499;no;SPY2401498/SPY2401499;25/05/2024
SPY2401500;no;SPY2401500/SPY2401501;25/05/2024
SPY2401501;no;SPY2401500/SPY2401501;25/05/2024
SPY2401502;no;SPY2401502/SPY2401503;26/05/2024
SPY2401503;no;SPY2401502/SPY2401503;26/05/2024
SPY2401504;no;SPY2401504/SPY2401505;26/05/2024
SPY2401505;no;SPY2401504/SPY2401505;26/05/2024
SPY2401506;no;SPY2401506/SPY2401507;26/05/2024
SPY2401507;no;SPY2401506/SPY2401507;26/05/2024
SPY2401508;no;SPY2401508/SPY2401509;26/05/2024
SPY2401509;no;SPY2401508/SPY2401509;26/05/2024
SPY2401510;no;SPY2401510/SPY2401511;26/05/2024
SPY2401511;no;SPY2401510/SPY2401511;26/05/2024
SPY2401514;no;SPY2401514/SPY2401515;26/05/2024
SPY2401515;no;SPY2401514/SPY2401515;26/05/2024
SPY2401516;no;SPY2401516/SPY2401517;26/05/2024
SPY2401517;no;SPY2401516/SPY2401517;26/05/2024
SPY2401518;no;SPY2401518/SPY2401519;26/05/2024
SPY2401519;no;SPY2401518/SPY2401519;26/05/2024
SPY2401520;no;SPY2401520/SPY2401521;26/05/2024
SPY2401521;no;SPY2401520/SPY2401521;26/05/2024
SPY2401522;no;SPY2401522/SPY2401523;27/05/2024
SPY2401523;no;SPY2401522/SPY2401523;27/05/2024
SPY2401524;no;SPY2401524/SPY2401525;27/05/2024
SPY2401525;no;SPY2401524/SPY2401525;27/05/2024
SPY2401526;no;SPY2401526/SPY2401527;27/05/2024
SPY2401527;no;SPY2401526/SPY2401527;27/05/2024
SPY2401528;no;SPY2401528/SPY2401529;27/05/2024
SPY2401529;no;SPY2401528/SPY2401529;27/05/2024
SPY2401530;no;SPY2401530/SPY2401531;27/05/2024
SPY2401531;no;SPY2401530/SPY2401531;27/05/2024
SPY2401532;no;SPY2401532/SPY2401533;27/05/2024
SPY2401533;no;SPY2401532/SPY2401533;27/05/2024
SPY2401534;no;SPY2401534/SPY2401535;27/05/2024
SPY2401535;no;SPY2401534/SPY2401535;27/05/2024
SPY2401536;no;SPY2401536/SPY2401537;27/05/2024
SPY2401537;no;SPY2401536/SPY2401537;27/05/2024
